sim_seconds,system.cpu.cpi,system.cpu.dcache.overall_miss_rate::total,system.cpu.icache.overall_miss_rate::total,system.l2.overall_miss_rate::total,Benchmark,Config,default_cpi,speedup,L1d,L1i,L2,cacheline,L1d_assoc,L1i_assoc,L2_assoc
0.174671,3.493415,0.060972,9.4e-05,0.999944,speclibm,default,3.493415,1.0,64,32,2,64,2,2,8
0.174671,3.493423,0.06097,9.4e-05,0.999944,speclibm,L1d_128kB,3.493415,0.9999977099824442,128,32,2,64,2,2,8
0.174671,3.493415,0.060972,8.8e-05,0.999967,speclibm,L1d_128kB_L1i_64kB,3.493415,1.0,128,64,2,64,2,2,8
0.175298,3.505956,0.060972,8.8e-05,0.999967,speclibm,L1d_128kB_L1i_64kB_L2_1MB,3.493415,0.9964229442696942,128,64,1,64,2,2,8
0.175298,3.505956,0.060972,8.8e-05,0.999967,speclibm,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16,3.493415,0.9964229442696942,128,64,1,64,2,2,16
0.175298,3.505956,0.060972,8.8e-05,0.999968,speclibm,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16_L1d_assoc_4,3.493415,0.9964229442696942,128,64,1,64,4,2,16
0.174479,3.489571,0.060972,8.8e-05,0.999967,speclibm,L1d_128kB_L1i_64kB_L2_4MB,3.493415,1.0011015680724078,128,64,4,64,2,2,8
0.174479,3.489571,0.060972,8.8e-05,0.999967,speclibm,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16,3.493415,1.0011015680724078,128,64,4,64,2,2,16
0.174479,3.489571,0.060972,8.8e-05,0.999968,speclibm,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16_L1d_assoc_4,3.493415,1.0011015680724078,128,64,4,64,4,2,16
0.174691,3.493825,0.060972,9.4e-05,0.999942,speclibm,L1d_32kB,3.493415,0.9998826501041124,32,32,2,64,2,2,8
0.175516,3.510325,0.061561,9.4e-05,0.986457,speclibm,L1d_assoc_1,3.493415,0.9951827822210196,64,32,2,64,1,2,8
0.174671,3.493415,0.060972,9.4e-05,0.999945,speclibm,L1d_assoc_4,3.493415,1.0,64,32,2,64,4,2,8
0.174671,3.493415,0.060972,9.4e-05,0.999945,speclibm,L1d_assoc_8,3.493415,1.0,64,32,2,64,8,2,8
0.174653,3.49305,0.060966,0.000113,0.999866,speclibm,L1i_16kB,3.493415,1.0001044932079417,64,16,2,64,2,2,8
0.17467,3.493408,0.060971,8.8e-05,0.999967,speclibm,L1i_64kB,3.493415,1.0000020037739652,64,64,2,64,2,2,8
0.174648,3.492952,0.060972,0.000122,0.99983,speclibm,L1i_assoc_1,3.493415,1.0001325526374254,64,32,2,64,2,1,8
0.174665,3.493293,0.060972,8.7e-05,0.999973,speclibm,L1i_assoc_4,3.493415,1.0000349240673485,64,32,2,64,2,4,8
0.174665,3.493293,0.060972,8.5e-05,0.999978,speclibm,L1i_assoc_8,3.493415,1.0000349240673485,64,32,2,64,2,8,8
0.174772,3.495444,0.060972,9.4e-05,0.999944,speclibm,L2_1MB,3.493415,0.9994195301083354,64,32,1,64,2,2,8
0.174482,3.489639,0.060972,9.4e-05,0.999944,speclibm,L2_4MB,3.493415,1.0010820603506552,64,32,4,64,2,2,8
0.174671,3.493415,0.060972,9.4e-05,0.999944,speclibm,L2_assoc_16,3.493415,1.0,64,32,2,64,2,2,16
0.174671,3.493415,0.060972,9.4e-05,0.999944,speclibm,L2_assoc_2,3.493415,1.0,64,32,2,64,2,2,2
0.17469,3.493799,0.060971,9.4e-05,0.999944,speclibm,L2_assoc_32,3.493415,0.9998900909869172,64,32,2,64,2,2,32
0.174671,3.493414,0.060972,9.4e-05,0.999944,speclibm,L2_assoc_4,3.493415,1.000000286252932,64,32,2,64,2,2,4
0.174671,3.493415,0.060972,9.4e-05,0.999944,speclibm,L2_assoc_64,3.493415,1.0,64,32,2,64,2,2,64
0.099465,1.989308,0.015244,8e-05,0.999922,speclibm,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_16,3.493415,1.7560955870081456,128,64,4,256,4,16,16
0.099465,1.989308,0.015244,8.9e-05,0.999852,speclibm,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_4,3.493415,1.7560955870081456,128,64,4,256,4,4,16
0.099465,1.989308,0.015244,8.1e-05,0.999914,speclibm,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_8,3.493415,1.7560955870081456,128,64,4,256,4,8,16
0.099465,1.989308,0.015244,8.1e-05,0.999914,speclibm,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_8_L1i_assoc_8,3.493415,1.7560955870081456,128,64,4,256,8,8,16
0.066527,1.330534,0.001384,0.035212,0.020416,specmcf,Cacheline_128,1.299095,0.9763711412109723,64,32,2,128,2,2,8
0.071726,1.434514,0.004613,0.014546,0.208407,specmcf,Cacheline_16,1.299095,0.905599387667182,64,32,2,16,2,2,8
0.064922,1.298444,0.001172,0.032583,0.011487,specmcf,Cacheline_256,1.299095,1.000501369331292,64,32,2,256,2,2,8
0.063004,1.260085,0.003208,0.013171,0.159189,specmcf,Cacheline_32,1.299095,1.0309582290083608,64,32,2,32,2,2,8
0.066483,1.329652,0.00118,0.035247,0.02051,specmcf,cl_128_L1d_128kB,1.299095,0.9770187989037734,128,32,2,128,2,2,8
0.066601,1.332011,0.001858,0.035157,0.020204,specmcf,cl_128_L1d_32kB,1.299095,0.9752884923623004,32,32,2,128,2,2,8
0.066766,1.335325,0.002302,0.035155,0.019912,specmcf,cl_128_L1d_assoc_1,1.299095,0.9728680283826034,64,32,2,128,1,2,8
0.0665,1.329997,0.001246,0.035234,0.020478,specmcf,cl_128_L1d_assoc_4,1.299095,0.9767653611248748,64,32,2,128,4,2,8
0.071676,1.433521,0.001384,0.053401,0.013747,specmcf,cl_128_L1i_16kB,1.299095,0.906226696365104,64,16,2,128,2,2,8
0.056238,1.124752,0.001384,2e-05,0.529311,specmcf,cl_128_L1i_64kB,1.299095,1.1550057257066448,64,64,2,128,2,2,8
0.066554,1.331076,0.001384,0.039459,0.018317,specmcf,cl_128_L1i_assoc_1,1.299095,0.9759735732595284,64,32,2,128,2,1,8
0.056241,1.124828,0.001384,2.4e-05,0.52776,specmcf,cl_128_L1i_assoc_4,1.299095,1.1549276867218812,64,32,2,128,2,4,8
0.066747,1.334943,0.001384,0.035228,0.022876,specmcf,cl_128_L2_1MB,1.299095,0.9731464189856796,64,32,1,128,2,2,8
0.066505,1.330106,0.001384,0.035205,0.020211,specmcf,cl_128_L2_4MB,1.299095,0.9766853168093372,64,32,4,128,2,2,8
0.066528,1.330561,0.001384,0.035209,0.020446,specmcf,cl_128_L2_assoc_16,1.299095,0.9763513284997832,64,32,2,128,2,2,16
0.066529,1.330574,0.001384,0.03521,0.020442,specmcf,cl_128_L2_assoc_4,1.299095,0.9763417893330248,64,32,2,128,2,2,4
0.064826,1.296513,0.000806,0.032583,0.01163,specmcf,cl_256_L1d_128kB,1.299095,1.0019914956502558,128,32,2,256,2,2,8
0.065183,1.303668,0.00209,0.032582,0.011154,specmcf,cl_256_L1d_32kB,1.299095,0.9964922050706162,32,32,2,256,2,2,8
0.065368,1.307368,0.002538,0.032574,0.011002,specmcf,cl_256_L1d_assoc_1,1.299095,0.9936720188959804,64,32,2,256,1,2,8
0.064866,1.297318,0.000921,0.032583,0.011584,specmcf,cl_256_L1d_assoc_4,1.299095,1.0013697489744229,64,32,2,256,4,2,8
0.074207,1.484133,0.001172,0.063935,0.006018,specmcf,cl_256_L1i_16kB,1.299095,0.8753224946820805,64,16,2,256,2,2,8
0.055531,1.110613,0.001172,2.7e-05,0.292734,specmcf,cl_256_L1i_64kB,1.299095,1.1697098809396254,64,64,2,256,2,2,8
0.06585,1.317007,0.001172,0.03731,0.010092,specmcf,cl_256_L1i_assoc_1,1.299095,0.9863994648471875,64,32,2,256,2,1,8
0.058593,1.171854,0.001172,0.011248,0.030815,specmcf,cl_256_L1i_assoc_4,1.299095,1.108580932436976,64,32,2,256,2,4,8
0.06508,1.3016,0.001172,0.032583,0.013313,specmcf,cl_256_L2_1MB,1.299095,0.9980754456054088,64,32,1,256,2,2,8
0.064914,1.298288,0.001172,0.032583,0.011384,specmcf,cl_256_L2_4MB,1.299095,1.000621587814106,64,32,4,256,2,2,8
0.064923,1.298463,0.001172,0.032583,0.011502,specmcf,cl_256_L2_assoc_16,1.299095,1.0004867293099613,64,32,2,256,2,2,16
0.064924,1.298477,0.001172,0.032583,0.011496,specmcf,cl_256_L2_assoc_4,1.299095,1.0004759421999774,64,32,2,256,2,2,4
0.064955,1.299095,0.002108,0.023612,0.055046,specmcf,default,1.299095,1.0,64,32,2,64,2,2,8
0.064926,1.298527,0.001932,0.023611,0.055391,specmcf,L1d_128kB,1.299095,1.0004374187059646,128,32,2,64,2,2,8
0.057759,1.155171,0.001932,1.8e-05,0.776058,specmcf,L1d_128kB_L1i_64kB,1.299095,1.1245910778577373,128,64,2,64,2,2,8
0.057987,1.159743,0.001932,1.8e-05,0.837071,specmcf,L1d_128kB_L1i_64kB_L2_1MB,1.299095,1.120157655618529,128,64,1,64,2,2,8
0.057987,1.159741,0.001932,1.8e-05,0.837149,specmcf,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16,1.299095,1.1201595873561427,128,64,1,64,2,2,16
0.057978,1.15955,0.001877,1.8e-05,0.857904,specmcf,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16_L1d_assoc_4,1.299095,1.120344099003924,128,64,1,64,4,2,16
0.057735,1.154704,0.001932,1.8e-05,0.770179,specmcf,L1d_128kB_L1i_64kB_L2_4MB,1.299095,1.1250458992088015,128,64,4,64,2,2,8
0.057735,1.154704,0.001932,1.8e-05,0.770179,specmcf,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16,1.299095,1.1250458992088015,128,64,4,64,2,2,16
0.057727,1.154547,0.001877,1.8e-05,0.78931,specmcf,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16_L1d_assoc_4,1.299095,1.1251988875290484,128,64,4,64,4,2,16
0.064989,1.29978,0.002493,0.023612,0.054349,specmcf,L1d_32kB,1.299095,0.9994729877363864,32,32,2,64,2,2,8
0.065048,1.300951,0.002816,0.023609,0.053669,specmcf,L1d_assoc_1,1.299095,0.9985733513406732,64,32,2,64,1,2,8
0.064933,1.298668,0.00197,0.023611,0.055307,specmcf,L1d_assoc_4,1.299095,1.000328798430392,64,32,2,64,4,2,8
0.064931,1.298611,0.001932,0.023611,0.055376,specmcf,L1d_assoc_8,1.299095,1.0003727059142424,64,32,2,64,8,2,8
0.070116,1.402316,0.002108,0.042936,0.031607,specmcf,L1i_16kB,1.299095,0.9263924821509562,64,16,2,64,2,2,8
0.05778,1.155606,0.002108,1.8e-05,0.711878,specmcf,L1i_64kB,1.299095,1.124167752676951,64,64,2,64,2,2,8
0.066777,1.335538,0.002108,0.034857,0.038453,specmcf,L1i_assoc_1,1.299095,0.9727128692706613,64,32,2,64,2,1,8
0.057773,1.15545,0.002108,1.9e-05,0.711863,specmcf,L1i_assoc_4,1.299095,1.1243195291877623,64,32,2,64,2,4,8
0.057773,1.15545,0.002108,1.8e-05,0.711944,specmcf,L1i_assoc_8,1.299095,1.1243195291877623,64,32,2,64,2,8,8
0.065187,1.30375,0.002108,0.023612,0.059346,specmcf,L2_1MB,1.299095,0.9964295302013424,64,32,1,64,2,2,8
0.064926,1.298512,0.002108,0.023612,0.054613,specmcf,L2_4MB,1.299095,1.0004489754426604,64,32,4,64,2,2,8
0.064956,1.299114,0.002108,0.023612,0.055085,specmcf,L2_assoc_16,1.299095,0.9999853746476444,64,32,2,64,2,2,16
0.06496,1.299192,0.002108,0.023612,0.055223,specmcf,L2_assoc_2,1.299095,0.9999253382102108,64,32,2,64,2,2,2
0.064956,1.299113,0.002108,0.023612,0.055066,specmcf,L2_assoc_32,1.299095,0.9999861443923664,64,32,2,64,2,2,32
0.064952,1.299037,0.002108,0.023612,0.055085,specmcf,L2_assoc_4,1.299095,1.00004464845882,64,32,2,64,2,2,4
0.064956,1.299113,0.002108,0.023612,0.055078,specmcf,L2_assoc_64,1.299095,0.9999861443923664,64,32,2,64,2,2,64
0.055382,1.10763,0.000748,9e-06,0.469336,specmcf,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_16,1.299095,1.1728600706011938,128,64,4,256,4,16,16
0.055382,1.10763,0.000748,9e-06,0.469183,specmcf,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_4,1.299095,1.1728600706011938,128,64,4,256,4,4,16
0.055382,1.10763,0.000748,9e-06,0.469314,specmcf,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_8,1.299095,1.1728600706011938,128,64,4,256,4,8,16
0.055373,1.10746,0.000722,9e-06,0.485436,specmcf,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_8_L1i_assoc_8,1.299095,1.1730401098008054,128,64,4,256,8,8,16
0.339974,6.799471,0.060922,1.5e-05,0.999825,specsjeng,Cacheline_128,10.270554,1.5104930957128873,64,32,2,128,2,2,8
1.674291,33.485823,0.487302,2.9e-05,0.999994,specsjeng,Cacheline_16,10.270554,0.3067135008149568,64,32,2,16,2,2,8
0.258786,5.175719,0.030472,1.1e-05,0.999168,specsjeng,Cacheline_256,10.270554,1.984372412799072,64,32,2,256,2,2,8
0.882685,17.653706,0.243654,2.3e-05,0.999988,specsjeng,Cacheline_32,10.270554,0.5817789193951685,64,32,2,32,2,2,8
0.339968,6.799362,0.060921,1.5e-05,0.999856,specsjeng,cl_128_L1d_128kB,10.270554,1.510517310300584,128,32,2,128,2,2,8
0.339974,6.799471,0.060926,1.5e-05,0.999686,specsjeng,cl_128_L1d_32kB,10.270554,1.5104930957128873,32,32,2,128,2,2,8
0.341924,6.83849,0.062028,1.5e-05,0.964868,specsjeng,cl_128_L1d_assoc_1,10.270554,1.5018745366301625,64,32,2,128,1,2,8
0.339977,6.799536,0.060918,1.5e-05,0.999949,specsjeng,cl_128_L1d_assoc_4,10.270554,1.5104786561906578,64,32,2,128,4,2,8
0.339968,6.799362,0.060922,1.7e-05,0.999797,specsjeng,cl_128_L1i_16kB,10.270554,1.510517310300584,64,16,2,128,2,2,8
0.339969,6.79938,0.060922,1.3e-05,0.999846,specsjeng,cl_128_L1i_64kB,10.270554,1.510513311507814,64,64,2,128,2,2,8
0.339974,6.799471,0.060922,1.6e-05,0.999807,specsjeng,cl_128_L1i_assoc_1,10.270554,1.5104930957128873,64,32,2,128,2,1,8
0.339991,6.79983,0.060922,1.3e-05,0.999842,specsjeng,cl_128_L1i_assoc_4,10.270554,1.5104133485690083,64,32,2,128,2,4,8
0.340068,6.801366,0.060922,1.5e-05,0.999825,specsjeng,cl_128_L2_1MB,10.270554,1.510072241370337,64,32,1,128,2,2,8
0.339765,6.795293,0.060922,1.5e-05,0.999825,specsjeng,cl_128_L2_4MB,10.270554,1.5114218032982538,64,32,4,128,2,2,8
0.339983,6.799653,0.060922,1.5e-05,0.999825,specsjeng,cl_128_L2_assoc_16,10.270554,1.5104526657463255,64,32,2,128,2,2,16
0.339968,6.799362,0.060922,1.5e-05,0.999825,specsjeng,cl_128_L2_assoc_4,10.270554,1.510517310300584,64,32,2,128,2,2,4
0.258784,5.175684,0.030467,1.1e-05,0.999509,specsjeng,cl_256_L1d_128kB,10.270554,1.9843858319016383,128,32,2,256,2,2,8
0.258801,5.176027,0.03049,1.1e-05,0.99804,specsjeng,cl_256_L1d_32kB,10.270554,1.984254332521836,32,32,2,256,2,2,8
0.262687,5.253734,0.03266,1.1e-05,0.874006,specsjeng,cl_256_L1d_assoc_1,10.270554,1.9549055966670563,64,32,2,256,1,2,8
0.258778,5.17556,0.030461,1.1e-05,0.999891,specsjeng,cl_256_L1d_assoc_4,10.270554,1.9844333753255687,64,32,2,256,4,2,8
0.25879,5.175806,0.030472,1.4e-05,0.99911,specsjeng,cl_256_L1i_16kB,10.270554,1.984339057530364,64,16,2,256,2,2,8
0.258787,5.175745,0.030472,9e-06,0.999218,specsjeng,cl_256_L1i_64kB,10.270554,1.9843624444403656,64,64,2,256,2,2,8
0.258794,5.175871,0.030472,1.3e-05,0.999128,specsjeng,cl_256_L1i_assoc_1,10.270554,1.9843141376591495,64,32,2,256,2,1,8
0.25879,5.175806,0.030472,1e-05,0.999198,specsjeng,cl_256_L1i_assoc_4,10.270554,1.984339057530364,64,32,2,256,2,4,8
0.258892,5.177835,0.030472,1.1e-05,0.999168,specsjeng,cl_256_L2_1MB,10.270554,1.9835614692241064,64,32,1,256,2,2,8
0.258578,5.17157,0.030472,1.1e-05,0.999168,specsjeng,cl_256_L2_4MB,10.270554,1.985964416995226,64,32,4,256,2,2,8
0.258789,5.175774,0.030472,1.1e-05,0.999168,specsjeng,cl_256_L2_assoc_16,10.270554,1.9843513260045744,64,32,2,256,2,2,16
0.258792,5.175839,0.030472,1.1e-05,0.999168,specsjeng,cl_256_L2_assoc_4,10.270554,1.98432640582522,64,32,2,256,2,2,4
0.513528,10.270554,0.121831,2e-05,0.999972,specsjeng,default,10.270554,1.0,64,32,2,64,2,2,8
0.513526,10.27052,0.121831,2e-05,0.999976,specsjeng,L1d_128kB,10.270554,1.0000033104458197,128,32,2,64,2,2,8
0.513526,10.27052,0.121831,1.9e-05,0.999983,specsjeng,L1d_128kB_L1i_64kB,10.270554,1.0000033104458197,128,64,2,64,2,2,8
0.51365,10.273004,0.121831,1.9e-05,0.999983,specsjeng,L1d_128kB_L1i_64kB_L2_1MB,10.270554,0.9997615108492122,128,64,1,64,2,2,8
0.513513,10.270259,0.121831,1.9e-05,0.999983,specsjeng,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16,10.270554,1.000028723715731,128,64,1,64,2,2,16
0.513517,10.270342,0.121831,1.9e-05,0.999986,specsjeng,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16_L1d_assoc_4,10.270554,1.0000206419610955,128,64,1,64,4,2,16
0.513271,10.265414,0.121831,1.9e-05,0.999983,specsjeng,L1d_128kB_L1i_64kB_L2_4MB,10.270554,1.0005007104438264,128,64,4,64,2,2,8
0.513229,10.264575,0.121831,1.9e-05,0.999983,specsjeng,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16,10.270554,1.0005824888025077,128,64,4,64,2,2,16
0.513274,10.265472,0.121831,1.9e-05,0.999986,specsjeng,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16_L1d_assoc_4,10.270554,1.000495057606703,128,64,4,64,4,2,16
0.513526,10.27052,0.121833,2e-05,0.999948,specsjeng,L1d_32kB,10.270554,1.0000033104458197,32,32,2,64,2,2,8
0.514501,10.290026,0.122393,2e-05,0.990849,specsjeng,L1d_assoc_1,10.270554,0.998107682138024,64,32,2,64,1,2,8
0.513526,10.27052,0.121831,2e-05,0.999978,specsjeng,L1d_assoc_4,10.270554,1.0000033104458197,64,32,2,64,4,2,8
0.513518,10.270355,0.121831,2e-05,0.999978,specsjeng,L1d_assoc_8,10.270554,1.0000193761559362,64,32,2,64,8,2,8
0.513545,10.270894,0.121831,2.3e-05,0.999959,specsjeng,L1i_16kB,10.270554,0.9999668967472548,64,16,2,64,2,2,8
0.513524,10.270481,0.121831,1.9e-05,0.999979,specsjeng,L1i_64kB,10.270554,1.000007107748897,64,64,2,64,2,2,8
0.513536,10.270716,0.121831,2.2e-05,0.999962,specsjeng,L1i_assoc_1,10.270554,0.9999842270003376,64,32,2,64,2,1,8
0.513533,10.270653,0.121831,2e-05,0.999976,specsjeng,L1i_assoc_4,10.270554,0.9999903608855252,64,32,2,64,2,4,8
0.513526,10.270525,0.121831,1.9e-05,0.999978,specsjeng,L1i_assoc_8,10.270554,1.0000028236141776,64,32,2,64,2,8,8
0.513664,10.273271,0.121831,2e-05,0.999972,specsjeng,L2_1MB,10.270554,0.9997355272726672,64,32,1,64,2,2,8
0.513271,10.265417,0.121831,2e-05,0.999972,specsjeng,L2_4MB,10.270554,1.0005004180541328,64,32,4,64,2,2,8
0.513545,10.27089,0.121831,2e-05,0.999972,specsjeng,L2_assoc_16,10.270554,0.9999672861845468,64,32,2,64,2,2,16
0.513507,10.27014,0.121831,2e-05,0.999972,specsjeng,L2_assoc_2,10.270554,1.0000403110376297,64,32,2,64,2,2,2
0.513283,10.265663,0.121831,2e-05,0.999972,specsjeng,L2_assoc_32,10.270554,1.0004764426808088,64,32,2,64,2,2,32
0.513526,10.270525,0.121831,2e-05,0.999972,specsjeng,L2_assoc_4,10.270554,1.0000028236141776,64,32,2,64,2,2,4
0.513214,10.264288,0.121831,2e-05,0.999972,specsjeng,L2_assoc_64,10.270554,1.0006104661131878,64,32,2,64,2,2,64
0.258572,5.171443,0.030461,9e-06,0.999963,specsjeng,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_16,10.270554,1.9860131881952483,128,64,4,256,4,16,16
0.258569,5.171385,0.030461,9e-06,0.999957,specsjeng,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_4,10.270554,1.9860354624534824,128,64,4,256,4,4,16
0.258569,5.171385,0.030461,9e-06,0.999964,specsjeng,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_8,10.270554,1.9860354624534824,128,64,4,256,4,8,16
0.258568,5.171358,0.030461,9e-06,0.999964,specsjeng,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_8_L1i_assoc_8,10.270554,1.9860458316751617,128,64,4,256,8,8,16
