,processor_peak_power,core_area,core_subthreshold_leakage,core_gate_leakage,core_runtime_dynamic,L2_area,L2_subthreshold_leakage,L2_gate_leakage,L2_runtime_dynamic,Benchmark,Config
147,32.6443,37.14,2.92846,0.0186976,1.45046,83.6797,0.0428605,0.00939029,0.0773243,speclibm,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_4
148,37.1858,46.1337,3.31797,0.0211603,1.45047,83.6797,0.0428605,0.00939029,0.0773162,speclibm,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_8
149,41.2294,56.9064,3.71281,0.0237037,2.71252,83.6797,0.0428605,0.00939029,0.0773162,speclibm,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_8_L1i_assoc_8
150,27.2228,26.8722,2.38722,0.0150925,0.792417,63.4759,0.034368,0.00792922,0.069105,speclibm,cl_256_L2_assoc_16
151,27.2025,26.8722,2.38722,0.0150925,0.792417,63.5544,0.0342259,0.00790933,0.0681159,speclibm,cl_256_L2_assoc_4
152,3.86567,7.22483,1.098,0.00726281,0.15404,7.0038,0.00472789,0.000571604,0.0123488,speclibm,DDR3_2133_x64
153,3.86567,7.22483,1.098,0.00726281,0.15127,7.0038,0.00472789,0.000571604,0.0121267,speclibm,default
154,4.36266,9.87973,1.38119,0.00969175,0.195276,7.0038,0.00472789,0.000571604,0.0121181,speclibm,L1d_128kB
155,5.36199,12.2715,1.78243,0.0133423,0.195277,7.0038,0.00472789,0.000571604,0.0121179,speclibm,L1d_128kB_L1i_64kB
156,5.25587,12.2715,1.78243,0.0133423,0.194579,4.1658,0.00278925,0.000397114,0.00968722,speclibm,L1d_128kB_L1i_64kB_L2_1MB
157,5.25771,12.2715,1.78243,0.0133423,0.194579,4.223,0.00292562,0.000418879,0.00983632,speclibm,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16
158,5.03794,13.3903,1.52885,0.010704,0.202181,4.223,0.00292562,0.000418879,0.00983632,speclibm,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16_L1d_assoc_4
159,5.4871,12.2715,1.78243,0.0133423,0.195492,13.3224,0.00910636,0.00110378,0.0148579,speclibm,L1d_128kB_L1i_64kB_L2_4MB
160,5.489,12.2715,1.78243,0.0133423,0.195492,13.1532,0.00921368,0.00112022,0.0150554,speclibm,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16
161,5.26923,13.3903,1.52885,0.010704,0.203131,13.1532,0.00921368,0.00112022,0.0150554,speclibm,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16_L1d_assoc_4
162,2.98366,4.59384,0.696764,0.0036123,0.0517381,7.0038,0.00472789,0.000571604,0.0121295,speclibm,L1d_32kB
163,3.86087,7.18505,1.09577,0.00724961,0.15008,7.0038,0.00472789,0.000571604,0.0122661,speclibm,L1d_assoc_1
164,3.59803,6.08826,0.825522,0.0046475,0.152469,7.0038,0.00472789,0.000571604,0.0121267,speclibm,L1d_assoc_4
165,3.84194,6.38891,0.846024,0.00480872,0.197623,7.0038,0.00472789,0.000571604,0.0121267,speclibm,L1d_assoc_8
166,3.84674,7.17051,1.09074,0.00724313,0.151286,7.0038,0.00472789,0.000571604,0.0121284,speclibm,L1i_16kB
167,4.865,9.61665,1.49924,0.0109133,0.151271,7.0038,0.00472789,0.000571604,0.0121261,speclibm,L1i_64kB
168,3.83552,7.19162,1.09768,0.0072586,0.15129,7.0038,0.00472789,0.000571604,0.0121299,speclibm,L1i_assoc_1
169,4.2711,7.98819,1.17653,0.00798406,0.151276,7.0038,0.00472789,0.000571604,0.0121265,speclibm,L1i_assoc_4
170,4.62657,8.8343,1.2204,0.00831435,0.151277,7.0038,0.00472789,0.000571604,0.0121263,speclibm,L1i_assoc_8
171,3.75956,7.22483,1.098,0.00726281,0.151182,4.1658,0.00278925,0.000397114,0.00972337,speclibm,L2_1MB
172,3.99078,7.22483,1.098,0.00726281,0.151434,13.3224,0.00910636,0.00110378,0.0148685,speclibm,L2_4MB
173,3.86691,7.22483,1.098,0.00726281,0.15127,7.67752,0.00494005,0.000605182,0.0122057,speclibm,L2_assoc_16
174,3.86492,7.22483,1.098,0.00726281,0.15127,7.69091,0.00465773,0.000566123,0.0119955,speclibm,L2_assoc_2
175,3.87177,7.22483,1.098,0.00726281,0.151253,7.72645,0.00527753,0.000654024,0.0126271,speclibm,L2_assoc_32
176,3.86503,7.22483,1.098,0.00726281,0.15127,7.68591,0.0046776,0.000568258,0.0120155,speclibm,L2_assoc_4
177,3.88963,7.22483,1.098,0.00726281,0.15127,7.72423,0.00570646,0.000714457,0.0145005,speclibm,L2_assoc_64
178,3.86567,7.22483,1.098,0.00726281,0.310606,7.0038,0.00472789,0.000571604,0.0161235,specmcf,1GHz
179,3.86567,7.22483,1.098,0.00726281,0.301668,7.0038,0.00472789,0.000571604,0.0156595,specmcf,3GHz
180,9.22886,11.0402,1.18338,0.00728232,0.47581,38.4333,0.0163995,0.00351474,0.113012,specmcf,Cacheline_128
181,1.56443,3.72356,0.6174,0.00318253,0.0959871,7.43189,0.00488826,0.000477109,0.00506743,specmcf,Cacheline_16
182,27.2066,26.8722,2.38722,0.0150925,0.933403,63.5151,0.0342731,0.0079159,0.243493,specmcf,Cacheline_256
183,2.22593,5.13381,0.793678,0.00471982,0.180799,6.37949,0.00445064,0.000433207,0.00630391,specmcf,Cacheline_32
184,10.2015,13.5223,1.31776,0.00809194,0.788414,38.4333,0.0163995,0.00351474,0.112438,specmcf,cl_128_L1d_128kB
185,8.66801,9.69887,1.08309,0.00656314,0.30821,38.4333,0.0163995,0.00351474,0.114245,specmcf,cl_128_L1d_32kB
186,9.12162,11.0702,1.17179,0.00717618,0.436718,38.4333,0.0163995,0.00351474,0.115191,specmcf,cl_128_L1d_assoc_1
187,9.2739,10.9906,1.18301,0.00727913,0.496118,38.4333,0.0163995,0.00351474,0.112648,specmcf,cl_128_L1d_assoc_4
188,9.24102,10.9317,1.17789,0.00728014,0.449684,38.4333,0.0163995,0.00351474,0.153698,specmcf,cl_128_L1i_16kB
189,9.91251,12.2597,1.28367,0.0080015,0.540905,38.4333,0.0163995,0.00351474,0.00493119,specmcf,cl_128_L1i_64kB
190,8.61201,9.80396,1.05873,0.00615084,0.472405,38.4333,0.0163995,0.00351474,0.12356,specmcf,cl_128_L1i_assoc_1
191,9.93679,12.3288,1.26996,0.00797365,0.540873,38.4333,0.0163995,0.00351474,0.00495221,specmcf,cl_128_L1i_assoc_4
192,8.79613,11.0402,1.18338,0.00728232,0.474247,18.4409,0.00982759,0.00213695,0.0814252,specmcf,cl_128_L2_1MB
193,8.5607,11.0402,1.18338,0.00728232,0.475959,17.2367,0.011754,0.00179701,0.0625505,specmcf,cl_128_L2_4MB
194,8.30677,11.0402,1.18338,0.00728232,0.475798,9.55784,0.00636927,0.000960741,0.0443919,specmcf,cl_128_L2_assoc_16
195,9.22489,11.0402,1.18338,0.00728232,0.475794,38.5022,0.0163047,0.00350145,0.112593,specmcf,cl_128_L2_assoc_4
196,28.9135,31.5755,2.62763,0.016631,1.47537,63.5151,0.0342731,0.0079159,0.239835,specmcf,cl_256_L1d_128kB
197,27.1833,26.7476,2.38038,0.0151099,0.917228,63.5151,0.0342731,0.0079159,0.250807,specmcf,cl_256_L1d_32kB
198,27.1092,26.9365,2.38747,0.0150925,0.884927,63.5151,0.0342731,0.0079159,0.252583,specmcf,cl_256_L1d_assoc_1
199,29.3357,32.4329,2.64543,0.0169011,1.63843,63.5151,0.0342731,0.0079159,0.241306,specmcf,cl_256_L1d_assoc_4
200,27.3978,27.1127,2.39875,0.0152076,0.868619,63.5151,0.0342731,0.0079159,0.410299,specmcf,cl_256_L1i_16kB
201,27.1344,26.9855,2.39407,0.0150751,1.0184,63.5151,0.0342731,0.0079159,0.0135434,specmcf,cl_256_L1i_64kB
202,25.7949,24.3346,2.21481,0.0137089,0.918981,63.5151,0.0342731,0.0079159,0.268217,specmcf,cl_256_L1i_assoc_1
203,30.1346,32.5264,2.66855,0.0170367,0.996528,63.5151,0.0342731,0.0079159,0.106257,specmcf,cl_256_L1i_assoc_4
204,26.4747,26.8722,2.38722,0.0150925,0.93114,41.012,0.0246282,0.00569725,0.196853,specmcf,cl_256_L2_1MB
205,27.8819,26.8722,2.38722,0.0150925,0.933515,83.7665,0.0426703,0.00936352,0.28894,specmcf,cl_256_L2_4MB
206,48.7231,69.3741,4.20938,0.0261531,1.87539,83.6797,0.0428605,0.00939029,0.00954781,specmcf,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_16
207,32.6443,37.14,2.92846,0.0186976,1.87535,83.6797,0.0428605,0.00939029,0.00955504,specmcf,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_4
208,37.1858,46.1337,3.31797,0.0211603,1.87536,83.6797,0.0428605,0.00939029,0.00955128,specmcf,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_8
209,41.2294,56.9064,3.71281,0.0237037,3.51955,83.6797,0.0428605,0.00939029,0.00923149,specmcf,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_8_L1i_assoc_8
210,27.2228,26.8722,2.38722,0.0150925,0.933389,63.4759,0.034368,0.00792922,0.244897,specmcf,cl_256_L2_assoc_16
211,27.2025,26.8722,2.38722,0.0150925,0.933379,63.5544,0.0342259,0.00790933,0.243138,specmcf,cl_256_L2_assoc_4
212,3.86567,7.22483,1.098,0.00726281,0.305902,7.0038,0.00472789,0.000571604,0.0158793,specmcf,default
213,4.36266,9.87973,1.38119,0.00969175,0.388965,7.0038,0.00472789,0.000571604,0.0157556,specmcf,L1d_128kB
214,5.36199,12.2715,1.78243,0.0133423,0.433888,7.0038,0.00472789,0.000571604,0.0012996,specmcf,L1d_128kB_L1i_64kB
215,5.25587,12.2715,1.78243,0.0133423,0.432178,4.1658,0.00278925,0.000397114,0.000991473,specmcf,L1d_128kB_L1i_64kB_L2_1MB
216,5.25771,12.2715,1.78243,0.0133423,0.432179,4.223,0.00292562,0.000418879,0.00100592,specmcf,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16
217,5.03794,13.3903,1.52885,0.010704,0.448008,4.223,0.00292562,0.000418879,0.000986729,specmcf,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16_L1d_assoc_4
218,5.4871,12.2715,1.78243,0.0133423,0.434064,13.3224,0.00910636,0.00110378,0.00162594,specmcf,L1d_128kB_L1i_64kB_L2_4MB
219,5.489,12.2715,1.78243,0.0133423,0.434064,13.1532,0.00921368,0.00112022,0.00164496,specmcf,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16
220,5.26923,13.3903,1.52885,0.010704,0.449949,13.1532,0.00921368,0.00112022,0.00160849,specmcf,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16_L1d_assoc_4
221,2.98366,4.59384,0.696764,0.0036123,0.12006,7.0038,0.00472789,0.000571604,0.0160979,specmcf,L1d_32kB
222,3.86087,7.18505,1.09577,0.00724961,0.304558,7.0038,0.00472789,0.000571604,0.0162807,specmcf,L1d_assoc_1
223,3.59803,6.08826,0.825522,0.0046475,0.311329,7.0038,0.00472789,0.000571604,0.0158097,specmcf,L1d_assoc_4
224,3.84194,6.38891,0.846024,0.00480872,0.40781,7.0038,0.00472789,0.000571604,0.0157944,specmcf,L1d_assoc_8
225,3.84674,7.17051,1.09074,0.00724313,0.28563,7.0038,0.00472789,0.000571604,0.0255753,specmcf,L1i_16kB
226,4.865,9.61665,1.49924,0.0109133,0.340527,7.0038,0.00472789,0.000571604,0.00143846,specmcf,L1i_64kB
227,3.83552,7.19162,1.09768,0.0072586,0.29887,7.0038,0.00472789,0.000571604,0.022084,specmcf,L1i_assoc_1
228,4.2711,7.98819,1.17653,0.00798406,0.340573,7.0038,0.00472789,0.000571604,0.0014396,specmcf,L1i_assoc_4
229,4.62657,8.8343,1.2204,0.00831435,0.340574,7.0038,0.00472789,0.000571604,0.00143899,specmcf,L1i_assoc_8
230,3.75956,7.22483,1.098,0.00726281,0.30481,4.1658,0.00278925,0.000397114,0.0101578,specmcf,L2_1MB
231,3.99078,7.22483,1.098,0.00726281,0.30604,13.3224,0.00910636,0.00110378,0.0224024,specmcf,L2_4MB
232,3.86691,7.22483,1.098,0.00726281,0.305898,7.67752,0.00494005,0.000605182,0.0159438,specmcf,L2_assoc_16
233,3.86492,7.22483,1.098,0.00726281,0.305879,7.69091,0.00465773,0.000566123,0.0157944,specmcf,L2_assoc_2
234,3.87177,7.22483,1.098,0.00726281,0.305898,7.72645,0.00527753,0.000654024,0.0162691,specmcf,L2_assoc_32
235,3.86503,7.22483,1.098,0.00726281,0.305916,7.68591,0.0046776,0.000568258,0.0158096,specmcf,L2_assoc_4
236,3.88963,7.22483,1.098,0.00726281,0.305898,7.72423,0.00570646,0.000714457,0.0176455,specmcf,L2_assoc_64
237,3.86567,7.22483,1.098,0.00726281,0.136665,7.0038,0.00472789,0.000571604,0.0212935,specsjeng,1GHz
238,3.86567,7.22483,1.098,0.00726281,0.0712308,7.0038,0.00472789,0.000571604,0.0110984,specsjeng,3GHz
239,9.22886,11.0402,1.18338,0.00728232,0.237936,38.4333,0.0163995,0.00351474,0.0495139,specsjeng,Cacheline_128
240,1.56443,3.72356,0.6174,0.00318253,0.00682025,7.43189,0.00488826,0.000477109,0.00611544,specsjeng,Cacheline_16
241,27.2066,26.8722,2.38722,0.0150925,0.633386,63.5151,0.0342731,0.0079159,0.0930118,specsjeng,Cacheline_256
242,2.22593,5.13381,0.793678,0.00471982,0.0288606,6.37949,0.00445064,0.000433207,0.00855652,specsjeng,Cacheline_32
243,10.2015,13.5223,1.31776,0.00809194,0.409761,38.4333,0.0163995,0.00351474,0.0495034,specsjeng,cl_128_L1d_128kB
244,8.66801,9.69887,1.08309,0.00656314,0.151702,38.4333,0.0163995,0.00351474,0.0495274,specsjeng,cl_128_L1d_32kB
245,9.12162,11.0702,1.17179,0.00717618,0.207851,38.4333,0.0163995,0.00351474,0.051128,specsjeng,cl_128_L1d_assoc_1
246,9.2739,10.9906,1.18301,0.00727913,0.260808,38.4333,0.0163995,0.00351474,0.0495069,specsjeng,cl_128_L1d_assoc_4
247,9.24102,10.9317,1.17789,0.00728014,0.23794,38.4333,0.0163995,0.00351474,0.0495177,specsjeng,cl_128_L1i_16kB
248,9.91251,12.2597,1.28367,0.0080015,0.23794,38.4333,0.0163995,0.00351474,0.0495121,specsjeng,cl_128_L1i_64kB
249,8.61201,9.80396,1.05873,0.00615084,0.237936,38.4333,0.0163995,0.00351474,0.0495153,specsjeng,cl_128_L1i_assoc_1
250,9.93679,12.3288,1.26996,0.00797365,0.237924,38.4333,0.0163995,0.00351474,0.0495101,specsjeng,cl_128_L1i_assoc_4
251,8.79613,11.0402,1.18338,0.00728232,0.23787,18.4409,0.00982759,0.00213695,0.0409464,specsjeng,cl_128_L2_1MB
252,8.5607,11.0402,1.18338,0.00728232,0.238083,17.2367,0.011754,0.00179701,0.0343517,specsjeng,cl_128_L2_4MB
253,8.30677,11.0402,1.18338,0.00728232,0.23793,9.55784,0.00636927,0.000960741,0.0294103,specsjeng,cl_128_L2_assoc_16
254,9.22489,11.0402,1.18338,0.00728232,0.23794,38.5022,0.0163047,0.00350145,0.0491185,specsjeng,cl_128_L2_assoc_4
255,28.9135,31.5755,2.62763,0.016631,0.947753,63.5151,0.0342731,0.0079159,0.0929628,specsjeng,cl_256_L1d_128kB
256,27.1833,26.7476,2.38038,0.0151099,0.591937,63.5151,0.0342731,0.0079159,0.0931398,specsjeng,cl_256_L1d_32kB
257,27.1092,26.9365,2.38747,0.0150925,0.564443,63.5151,0.0342731,0.0079159,0.104698,specsjeng,cl_256_L1d_assoc_1
258,29.3357,32.4329,2.64543,0.0169011,1.08573,63.5151,0.0342731,0.0079159,0.0929481,specsjeng,cl_256_L1d_assoc_4
259,27.3978,27.1127,2.39875,0.0152076,0.633377,63.5151,0.0342731,0.0079159,0.0930179,specsjeng,cl_256_L1i_16kB
260,27.1344,26.9855,2.39407,0.0150751,0.633381,63.5151,0.0342731,0.0079159,0.0930039,specsjeng,cl_256_L1i_64kB
261,25.7949,24.3346,2.21481,0.0137089,0.633367,63.5151,0.0342731,0.0079159,0.0930132,specsjeng,cl_256_L1i_assoc_1
262,30.1346,32.5264,2.66855,0.0170367,0.633376,63.5151,0.0342731,0.0079159,0.0930075,specsjeng,cl_256_L1i_assoc_4
263,26.4747,26.8722,2.38722,0.0150925,0.633127,41.012,0.0246282,0.00569725,0.0837355,specsjeng,cl_256_L2_1MB
264,27.8819,26.8722,2.38722,0.0150925,0.633894,83.7665,0.0426703,0.00936352,0.104343,specsjeng,cl_256_L2_4MB
265,48.7231,69.3741,4.20938,0.0261531,1.16809,83.6797,0.0428605,0.00939029,0.105311,specsjeng,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_16
266,32.6443,37.14,2.92846,0.0186976,1.16809,83.6797,0.0428605,0.00939029,0.105314,specsjeng,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_4
267,37.1858,46.1337,3.31797,0.0211603,1.16809,83.6797,0.0428605,0.00939029,0.105313,specsjeng,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_4_L1i_assoc_8
268,41.2294,56.9064,3.71281,0.0237037,2.20338,83.6797,0.0428605,0.00939029,0.105313,specsjeng,cl_256_L2_4MB_L1i_64kB_L1d_128kB_L2_assoc_16_L1d_assoc_8_L1i_assoc_8
269,27.2228,26.8722,2.38722,0.0150925,0.633379,63.4759,0.034368,0.00792922,0.0940906,specsjeng,cl_256_L2_assoc_16
270,27.2025,26.8722,2.38722,0.0150925,0.633371,63.5544,0.0342259,0.00790933,0.0927429,specsjeng,cl_256_L2_assoc_4
271,3.86567,7.22483,1.098,0.00726281,0.0936849,7.0038,0.00472789,0.000571604,0.0145969,specsjeng,default
272,4.36266,9.87973,1.38119,0.00969175,0.124592,7.0038,0.00472789,0.000571604,0.0145941,specsjeng,L1d_128kB
273,5.36199,12.2715,1.78243,0.0133423,0.124593,7.0038,0.00472789,0.000571604,0.0145938,specsjeng,L1d_128kB_L1i_64kB
274,5.25587,12.2715,1.78243,0.0133423,0.124563,4.1658,0.00278925,0.000397114,0.0117057,specsjeng,L1d_128kB_L1i_64kB_L2_1MB
275,5.25771,12.2715,1.78243,0.0133423,0.124596,4.223,0.00292562,0.000418879,0.011889,specsjeng,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16
276,5.03794,13.3903,1.52885,0.010704,0.129206,4.223,0.00292562,0.000418879,0.0118889,specsjeng,L1d_128kB_L1i_64kB_L2_1MB_L2_assoc_16_L1d_assoc_4
277,5.4871,12.2715,1.78243,0.0133423,0.124655,13.3224,0.00910636,0.00110378,0.0178828,specsjeng,L1d_128kB_L1i_64kB_L2_4MB
278,5.489,12.2715,1.78243,0.0133423,0.124665,13.1532,0.00921368,0.00112022,0.018122,specsjeng,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16
279,5.26923,13.3903,1.52885,0.010704,0.129267,13.1532,0.00921368,0.00112022,0.0181204,specsjeng,L1d_128kB_L1i_64kB_L2_4MB_L2_assoc_16_L1d_assoc_4
280,2.98366,4.59384,0.696764,0.0036123,0.0281233,7.0038,0.00472789,0.000571604,0.0145988,specsjeng,L1d_32kB
281,3.86087,7.18505,1.09577,0.00724961,0.0931479,7.0038,0.00472789,0.000571604,0.014702,specsjeng,L1d_assoc_1
282,3.59803,6.08826,0.825522,0.0046475,0.102428,7.0038,0.00472789,0.000571604,0.0145969,specsjeng,L1d_assoc_4
283,3.84194,6.38891,0.846024,0.00480872,0.16334,7.0038,0.00472789,0.000571604,0.0145971,specsjeng,L1d_assoc_8
284,3.84674,7.17051,1.09074,0.00724313,0.0936818,7.0038,0.00472789,0.000571604,0.0145969,specsjeng,L1i_16kB
285,4.865,9.61665,1.49924,0.0109133,0.0936859,7.0038,0.00472789,0.000571604,0.0145968,specsjeng,L1i_64kB
286,3.83552,7.19162,1.09768,0.0072586,0.0936834,7.0038,0.00472789,0.000571604,0.0145969,specsjeng,L1i_assoc_1
287,4.2711,7.98819,1.17653,0.00798406,0.0936844,7.0038,0.00472789,0.000571604,0.0145967,specsjeng,L1i_assoc_4
288,4.62657,8.8343,1.2204,0.00831435,0.0936857,7.0038,0.00472789,0.000571604,0.0145968,specsjeng,L1i_assoc_8
289,3.75956,7.22483,1.098,0.00726281,0.0936601,4.1658,0.00278925,0.000397114,0.0117079,specsjeng,L2_1MB
290,3.99078,7.22483,1.098,0.00726281,0.0937317,13.3224,0.00910636,0.00110378,0.0178867,specsjeng,L2_4MB
291,3.86691,7.22483,1.098,0.00726281,0.0936818,7.67752,0.00494005,0.000605182,0.0146915,specsjeng,L2_assoc_16
292,3.86492,7.22483,1.098,0.00726281,0.0936887,7.69091,0.00465773,0.000566123,0.0144395,specsjeng,L2_assoc_2
293,3.87177,7.22483,1.098,0.00726281,0.0937295,7.72645,0.00527753,0.000654024,0.0152082,specsjeng,L2_assoc_32
294,3.86503,7.22483,1.098,0.00726281,0.0936851,7.68591,0.0046776,0.000568258,0.0144631,specsjeng,L2_assoc_4
295,3.88963,7.22483,1.098,0.00726281,0.093742,7.72423,0.00570646,0.000714457,0.0174648,specsjeng,L2_assoc_64
